Concurso / Call,Tipologia / Type of Grant,Domínio / Scientific Domain,Área / Scientific area,Sub-área / Sub-area,  Column1  ,Referência / Reference,Título / Title,  IR / Principal Investigator  ,  IP / Proponent Institution  ,Fin Solicitado / Requested,Fin Concedido / Awarded,Fin Concedido FEDER / FEDER funding,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biotecnologia",,PTDC/BBB-BIO/1240/2012,Integração de tecnologias de siRNA e AAV no desenvolvimento de terapias dirigidas a cancro de mama basal: do desenvolvimento de vectores a avaliação anti-tumoral,Paula Maria Marques Leal Sanches Alves,Instituto de Biologia Experimental e Tecnológica (IBET)," 199,516.00 € "," 199,516.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biotecnologia",,PTDC/BBB-BIO/1414/2012,Estratégias integradas para decifrar o receptoma de células estaminais cardiacas humanas e o seu papel no processo de regeneração cardíaca,Patrícia Isabel Gomes Alves,Instituto de Biologia Experimental e Tecnológica (IBET)," 199,504.00 € "," 199,504.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biotecnologia",,PTDC/BBB-BIO/1958/2012,Exploração de proteínas imunogénicas do complexo Burkholderia cepacia no desenho de novas estratégias terapêuticas e de diagnóstico.,Silvia Andreia Bento da Silva Sousa Barbosa,Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)," 145,649.00 € "," 145,649.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biotecnologia",,PTDC/BBB-BIO/2231/2012,Estratégias orientadas para o melhoramento por engenharia genética da produção dos alcalóides bioactivos da planta medicinal Catharanthus roseus,Mariana Pereira Sousa Santiago Sottomayor,Instituto de Biologia Molecular e Celular (IBMC/UP)," 198,417.00 € "," 198,417.00 € "," 168,654.45 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Biológica",,PTDC/BBB-EBI/0786/2012,Engenharia genética com Zinc-finger nucleases para a caracterização do O-glicoproteoma das células do cancro.,Celso Albuquerque Reis,Instituto de Patologia e Imunologia Molecular (IPATIMUP/UP)," 141,600.00 € "," 141,600.00 € "," 120,360.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Biomédica",,PTDC/BBB-BMD/0611/2012,Uma nova aproximação para fototerapia tumoral dirigida: focando a luz através da difusão,João Miguel Pinto Coelho,Fundação da Faculdade de Ciências (FFC/FC/UL)," 149,815.00 € "," 149,815.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Biomédica",,PTDC/BBB-BMD/2395/2012,Métodos adaptativos para imagiologia médica com câmaras gama,Vladimir Solovov,Laboratório de Instrumentação e Física Experimental de Partículas (LIP)," 48,202.00 € "," 48,202.00 € "," 40,971.70 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Biomédica",,PTDC/BBB-BMD/2739/2012,Formação de buracos maculares idiopáticos: identificação de alterações estruturais pré-clínicas por tomografia de coerência óptica de alta definição.,Rui Manuel Dias Cortesão dos Santos Bernardes,Associação para a Investigação Biomédica e Inovação em Luz e Imagem (AIBILI)," 80,544.00 € "," 80,544.00 € "," 68,462.40 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Biomédica",,PTDC/BBB-BMD/3088/2012,Uma nova metodologia para Avaliação Móvel Supervisionada e Triagem de Risco de Lesões Cutâneas através de Monitorização Não-invasiva,João Manuel Ribeiro da Silva Tavares,Instituto de Engenharia Mecânica e Gestão Industrial (INEGI/UP)," 153,860.00 € "," 153,860.00 € "," 130,781.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Metabólica e Fisiologia Microbiana",,PTDC/BBB-MET/1084/2012,"Estudo da dinâmica da segregação assimétrica de agregados na divisão de células e correlação com o envelhecimento funcional usando medições in vivo, um acontecimento de cada vez.",José Manuel Matos Ribeiro Fonseca,Instituto de Desenvolvimento de Novas Tecnologias (UNINOVA/FCT/UNL)," 97,940.00 € "," 97,940.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Imagem e Biossinais",,PTDC/BBB-IMG/1225/2012,Desenvolvimento de plataforma microfluídica para estudo individual de células,Abel Martin Gonzalez Oliva,Instituto de Tecnologia Química e Biológica (ITQB/UNL)," 162,748.00 € "," 162,748.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Imagem e Biossinais",,PTDC/BBB-IMG/2137/2012,Imagiologia quantitativa não-invasiva da fisiologia cerebral: aplicação no envelhecimento e nas doenças de pequenos vasos,Patrícia Margarida Piedade Figueiredo,Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)," 128,538.00 € "," 128,538.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Imagem e Biossinais",,PTDC/BBB-IMG/3310/2012,"Melhoria da qualidade de imagem e redução de dose em tomossíntese para mamografia, com recurso a algoritmos estatísticos de reconstrução de imagem",Pedro Miguel Dinis de Almeida,Fundação da Faculdade de Ciências (FFC/FC/UL)," 150,532.00 € "," 150,532.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,"Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Nanobiotecnologia e Biossensores",,PTDC/BBB-NAN/1812/2012,Silencio de ouro (siAu) - nanoconjugados de ouro para silenciamento de silenciadores na terapia de cancro,Pedro Miguel Ribeiro Viana Baptista,Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)," 188,922.00 € "," 188,922.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Biomateriais,,PTDC/CTM-BIO/0814/2012,Fabricação de Membranas Bioactivas de Periósteo para Regeneração Óssea Obtidas por Processos Inovadores de Auto-Organização Molecular e Nanotecnologia,Helena Paula de Sousa Sepúlveda Azevedo,Universidade do Minho (UM)," 176,624.00 € "," 176,624.00 € "," 150,130.40 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Biomateriais,,PTDC/CTM-BIO/1814/2012,Produção de particulas poliméricas multicamada e hierárquicas para engenharia de tecidos do osso usando uma nova plataforma biomimética inspirada em substratos repelentes naturais,João Filipe Colardelle da Luz Mano,Universidade do Minho (UM)," 199,948.00 € "," 199,948.00 € "," 169,955.80 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Biomateriais,,PTDC/CTM-BIO/2102/2012,Nanopartículas magnéticas para tratamento do cancro por hipertermia,Maria de Deus Corceiro de Carvalho,Fundação da Faculdade de Ciências (FFC/FC/UL)," 135,480.00 € "," 135,480.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Materiais Estruturais,,PTDC/CTM-MAT/1515/2012,Filmes de conversão nanoestruturados multifuncionais baseados em hidróxidos duplos lamelares para protecção contra corrosão de estruturas para aplicação aeronáutica,João André da Costa Tedim,Universidade de Aveiro (UA)," 116,688.00 € "," 116,688.00 € "," 99,184.80 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Materiais Estruturais,,PTDC/CTM-MAT/2502/2012,A cortiça como um valor acrescentado e sustentável no desenvolvimento de revestimentos multifuncionais,Mário Guerreiro Silva Ferreira,Universidade de Aveiro (UA)," 134,726.00 € "," 134,726.00 € "," 114,517.10 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Materiais para Produção e Armazenamento de Energia,,PTDC/CTM-ENE/1585/2012,Novos Catalisadores Compósitos Funcionalizados para Aplicações em Células de Combustível,Carmen Mireya Rangel Archila,"Laboratório Nacional de Energia e Geologia, I.P. (LNEG)"," 177,790.00 € "," 177,790.00 € "," 110,313.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Materiais para Produção e Armazenamento de Energia,,PTDC/CTM-ENE/1973/2012,Modelação por primeiros princípios de novos métodos de passivação em células solares de Si: aumentando a eficiência de conversão,José Pedro de Abreu Coutinho,Universidade de Aveiro (UA)," 92,688.00 € "," 92,688.00 € "," 78,784.80 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Materiais para Produção e Armazenamento de Energia,,PTDC/CTM-ENE/2073/2012,Compósitos celulares à base de materiais de mudança de fase com elevada condutividade térmica e estabilização de forma,Jorge Ribeiro Frade,Universidade de Aveiro (UA)," 166,128.00 € "," 166,128.00 € "," 141,208.80 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Materiais para Produção e Armazenamento de Energia,,PTDC/CTM-ENE/2514/2012,"Incorporação controlada a baixa temperatura de pontos quânticos de Si em matrizes amorfas (Si, SiC, e SiN) para aplicação como camada activa em células solares de junção simples e múltipla",Sergej Filonovich,Instituto de Desenvolvimento de Novas Tecnologias (UNINOVA/FCT/UNL)," 199,968.00 € "," 199,968.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Nanomateriais e Dispositivos,,PTDC/CTM-NAN/1471/2012,Cristais Líquidos como Aceitadores de Electrões para Células Fotovoltaicas de Orgânicos Eficientes,Ana Maria de Matos Charas,Instituto de Telecomunicações (IT)," 139,734.00 € "," 139,734.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Nanomateriais e Dispositivos,,PTDC/CTM-NAN/1748/2012,DENDIMAGE-Desenvolvimento de novas nanopartículas baseadas em dendrímeros para imagiologia de tumores por tomografia computorizada e ressonância magnética,Xiangyang Shi,Universidade da Madeira (UMA)," 197,616.00 € "," 197,616.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Nanomateriais e Dispositivos,,PTDC/CTM-NAN/2156/2012,Funcionalização de nanofios baseados em semicondutores de largo hiato energético utilizando feixes de iões: Materiais inovadores para nano-emissores de luz e nanosensores,Katharina Lorenz,Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)," 199,189.00 € "," 199,189.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Nanomateriais e Dispositivos,,PTDC/CTM-NAN/2354/2012,Nanopartículas Mesoporosas Inteligentes para Teragnóstico,José Paulo Sequeira Farinha,Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)," 153,792.00 € "," 153,792.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Nanomateriais e Dispositivos,,PTDC/CTM-NAN/2700/2012,Nano-Dímeros Metálicos para Biosensores de Proteína Individual com Resposta Plasmónica Intensificada,Pedro Miguel Neves Ribeiro Paulo,Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)," 197,667.00 € "," 177,667.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Polímeros e Compósitos,,PTDC/CTM-POL/0813/2012,Uma nova estratégia para têxteis inteligentes sensíveis à luz,Paulo Jorge dos Santos Coelho,Universidade de Trás-os-Montes e Alto Douro (UTAD)," 170,636.00 € "," 170,636.00 € "," 145,040.60 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Ciência e Engenharia de Materiais,Ciência e Engenharia de Materiais - Polímeros e Compósitos,,PTDC/CTM-POL/1484/2012,Novas redes celulósicas formadas por micro/nanofibras desenhadas para separar óleo da água,Maria Helena Figueiredo Godinho,Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (FCT/UNL)," 141,268.00 € "," 141,268.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Construções,,PTDC/ECM-COM/1438/2012,SCLog - Aplicação de cristais sónicos de troncos de madeira para barreiras acústicas,Luis Manuel Cortesão Godinho,Universidade de Coimbra (UC)," 93,729.00 € "," 93,729.00 € "," 79,669.65 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Construções,,PTDC/ECM-COM/1734/2012,Durabilidade e vida útil de betões estruturais de agregados leves energeticamente mais eficientes,José Alexandre de Brito Aleixo Bogas,Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)," 162,083.00 € "," 162,083.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Construções,,PTDC/ECM-COM/2911/2012,ROBUST BRICK - Uso de alvenarias no aumento da robustez estrutural de edifícios,Luis Armando Canhoto Neves,Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)," 133,365.00 € "," 133,365.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Construções,,PTDC/ECM-COM/3080/2012,Desenvolvimento e otimização de um sistema higro-regulável para secagem de edifícios na sequência de inundações,Vasco Manuel Araújo Peixoto de Freitas,Faculdade de Engenharia da Universidade do Porto (FE/UP)," 138,880.00 € "," 138,880.00 € "," 88,298.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Estruturas,,PTDC/ECM-EST/0535/2012,Desenvolvimento de um sistema de amortecimento inteligente para reduzir vibrações em estruturas de Engenharia Civil,Carlos Manuel Ramos Moutinho,Faculdade de Engenharia da Universidade do Porto (FE/UP)," 77,340.00 € "," 77,340.00 € "," 65,739.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Estruturas,,PTDC/ECM-EST/1691/2012,Caracterização Experimental e Numérica do Comportamento Estrutural de Pontes em Arco de Alvenaria de Pedra sob Ação de Tráfego Ferroviário - Aplicação a Pontes Existentes em Portugal,ANTÓNIO JOSÉ COELHO DIAS ARÊDE,Faculdade de Engenharia da Universidade do Porto (FE/UP)," 198,420.00 € "," 198,420.00 € "," 168,657.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Estruturas,,PTDC/ECM-EST/1970/2012,Dimensionamento de elementos não uniformes em aço,Paulo Jorge de Melo Matias Faria de Vila Real,Universidade de Aveiro (UA)," 118,952.00 € "," 118,952.00 € "," 101,109.20 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Estruturas,,PTDC/ECM-EST/2131/2012,Integração de dados GNSS e de acelerómetros na monitorização de grandes estruturas,Carlos Manuel da Silva Félix,Faculdade de Engenharia da Universidade do Porto (FE/UP)," 198,852.00 € "," 198,852.00 € "," 109,160.40 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Estruturas,,PTDC/ECM-EST/2396/2012,Caracterização e reabilitação da construção em terra,Humberto Salazar Amorim Varum,Universidade de Aveiro (UA)," 116,376.00 € "," 116,376.00 € "," 91,269.60 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Estruturas,,PTDC/ECM-EST/2424/2012,FRPreDur - Comportamento estrutural a curto e longo prazo de elementos de betão armado reforçados à flexão com laminados de CFRP pré-esforçados,José Manuel de Sena Cruz,Universidade do Minho (UM)," 169,406.00 € "," 169,406.00 € "," 143,995.10 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Estruturas,,PTDC/ECM-EST/3062/2012,Avaliação de perdas e risco sísmico dos edificios em Portugal,Mário António Lage Alves Marques,Faculdade de Engenharia da Universidade do Porto (FE/UP)," 193,080.00 € "," 193,080.00 € "," 144,432.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Geotecnia,,PTDC/ECM-GEO/0622/2012,Aplicação sustentável de Resíduos de Construção e Demolição (RCD) em estruturas reforçadas com geossintéticos (RCD-VALOR),Castorina Fernanda da Silva Vieira,Faculdade de Engenharia da Universidade do Porto (FE/UP)," 116,280.00 € "," 89,880.00 € "," 76,398.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Hidráulica,,PTDC/ECM-HID/1719/2012,Desenvolvimento de uma Ferramenta Integrada para Modelação Numérica de Conversores de Energia das Ondas de tipo Coluna de Água Oscilante integrados em Quebra-mar Verticais,José Manuel Paixão Conde,Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)," 124,203.00 € "," 124,203.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Hidráulica,,PTDC/ECM-HID/1896/2012,Previsão de agitação marítima junto à costa com assimilação de dados,LILIANA CELIA RUSU,Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)," 90,086.00 € "," 90,086.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Transportes,,PTDC/ECM-TRA/0528/2012,InnoVshare - Análise da viabilidade de diferentes configurações de sistemas de partilha de automóveis através de um modelo inovador de simulação por agentes,Gonçalo Homem de Almeida Rodriguez Correia,Universidade de Coimbra (UC)," 174,430.00 € "," 167,230.00 € "," 73,853.10 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Transportes,,PTDC/ECM-TRA/1898/2012,InfoCrowds - Extracção de informação na internet sobre eventos para a gestão da mobilidade de multidões,Gonçalo Homem de Almeida Rodriguez Correia,Universidade de Coimbra (UC)," 114,123.00 € "," 114,123.00 € "," 71,349.85 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Urbanismo,,PTDC/ECM-URB/1407/2012,Modelação de modos suaves em viagens urbanas,Ana Leal Serpa de Vasconcelos,Instituto de Engenharia Mecânica (IDMEC)," 94,614.00 € "," 94,614.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Civil e Minas,Engenharia Civil e Minas - Urbanismo,,PTDC/ECM-URB/2564/2012,URBSIS - Avaliação da Vulnerabilidade e Gestão de Risco Sísmico à Escala Urbana,Romeu da Silva Vicente,Universidade de Aveiro (UA)," 101,764.00 € "," 101,764.00 € "," 58,184.20 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,"Engenharia Eletrotécnica e Engenharia Informática - Automação, Controlo e Robótica",,PTDC/EEI-AUT/1450/2012,"Controlo Óptimo: Aplicações em Saúde, Energia e Robótica",Maria Margarida de Amorim Ferreira,Faculdade de Engenharia da Universidade do Porto (FE/UP)," 163,920.00 € "," 163,920.00 € "," 139,332.00 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,"Engenharia Eletrotécnica e Engenharia Informática - Automação, Controlo e Robótica",,PTDC/EEI-AUT/2641/2012,Petri-Rig - Ambiente de desenvolvimento de sistemas embutidos baseado em redes de Petri,Luis Filipe dos Santos Gomes,Instituto de Desenvolvimento de Novas Tecnologias (UNINOVA/FCT/UNL)," 109,663.00 € "," 109,663.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,"Engenharia Eletrotécnica e Engenharia Informática - Automação, Controlo e Robótica",,PTDC/EEI-AUT/2844/2012,Procura e Optimização com Selecção Adaptativa de Algoritmos de Estimação da Distribuição,Fernando Miguel Pais da Graça Lobo,Universidade do Algarve (UAlg)," 28,080.00 € "," 28,080.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,"Engenharia Eletrotécnica e Engenharia Informática - Automação, Controlo e Robótica",,PTDC/EEI-AUT/3010/2012,Controlo Coordenado da Atenção Dependente da Estimulação Multisensorial e de Objectivos na Interação Social com Robôs,João Filipe de Castro Cardoso Ferreira,Instituto de Sistemas e Robótica (ISR)," 72,488.00 € "," 72,488.00 € "," 61,614.80 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Ciência e Tecnologia da Programação,,PTDC/EEI-CTP/1403/2012,PROCURE - Restrições Probabilísticas para o Raciocínio com Incerteza em Aplicações de Ciência e Engenharia,Jorge Carlos Ferreira Rodrigues da Cruz,Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)," 137,740.00 € "," 137,740.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Ciência e Tecnologia da Programação,,PTDC/EEI-CTP/2341/2012,"NASONI - Coordenação de software heterogéneo: fundamentos, métodos e ferramentas",Luís Manuel Dias Coelho Soares Barbosa,Universidade do Minho (UM)," 96,768.00 € "," 96,768.00 € "," 82,252.80 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Ciência e Tecnologia da Programação,,PTDC/EEI-CTP/2975/2012,"Melhorando a Programação Genética Semântica para a Segurança Marítima, a Salvaguarda da Vida Humana e a Protecção Ambiental",Leonardo Vanneschi,Instituto Superior de Estatística e Gestão de Informação (ISEGI/UNL)," 110,460.00 € "," 110,460.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Eletrónica e Computadores,,PTDC/EEI-ELC/1838/2012,Sistema Portátil Integrado de Vigilância Cardiovascular,José Alberto Peixoto Machado da Silva,Instituto de Engenharia de Sistemas e Computadores do Porto (INESC Porto/FE/UP)," 195,083.00 € "," 195,083.00 € "," 165,820.55 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Eletrónica e Computadores,,PTDC/EEI-ELC/2760/2012,"VitalResponder 2.0: Gestão inteligente de eventos críticos de stress, fadiga e intoxicação pelo fumo no combate a fogos florestais",João Paulo Trigueiros da Silva Cunha,Faculdade de Engenharia da Universidade do Porto (FE/UP)," 199,788.00 € "," 199,788.00 € "," 132,232.80 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Eletrónica e Computadores,,PTDC/EEI-ELC/3002/2012,NEMSmod - Modelação e Compressão de Modelos de Sistemas Electromecanicos Nanométricos,Luis Miguel Teixeira d´Avila Pinto da Silveira,"Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa (INESC ID/INESC/IST/UTL)"," 106,544.00 € "," 106,544.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Eletrónica e Computadores,,PTDC/EEI-ELC/3152/2012,Transpondo os Limites do Processamento Paralelo em Sistemas Computacionais Heterogéneos,Leonel Augusto Pires Seabra Sousa,"Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa (INESC ID/INESC/IST/UTL)"," 158,252.00 € "," 153,252.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Eletrónica e Computadores,,PTDC/EEI-ELC/3246/2012,HIFI-MRI: Análise de Conectividade Funcional no Cérebro usando fMRI por Campos de Elevada Intensidade,Luis Miguel Teixeira d´Avila Pinto da Silveira,"Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa (INESC ID/INESC/IST/UTL)"," 127,042.00 € "," 127,042.00 € ", -   € ,
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Energia Elétrica,,PTDC/EEI-EEL/2053/2012,COMUTE-DC: Controlo e Operação de Redes HVDC Multi-terminal em ambiente offshore,Carlos Coelho Leal Monteiro Moreira,Instituto de Engenharia de Sistemas e Computadores do Porto (INESC Porto/FE/UP)," 176,191.00 € "," 176,191.00 € "," 149,762.35 € ",
Concurso 2012,ICDT 2012,Ciências Exatas e da Engenharia,Engenharia Eletrotécnica e Engenharia Informática,Engenharia Eletrotécnica e Engenharia Informática - Organização de Sistemas Computacionais e Redes,,PTDC/EEI-SCR/1837/2012,SwiftComp - Computação Incremental Rápida em Ambientes de Computação em Nuvem,Nuno Manuel Ribeiro Preguiça,Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)," 93,242.00 € "," 93,242.00 € ", -   € ,
